Char,Diag,wlen
Monica," Oh no! My parents have never seen me drunk!

(Pause) That they know of.",14
Chandler," Okay, here’s the thing. We’re gonna

get you some coffee and they will never know that you’re

drunk.",18
Chandler," (laughing) Okay we have to do something about

your breath.",10
Chandler," That’s still yours. Okay, now remember

it’s a surprise party. So, when you go in, act surprised.",17
Ross," Okay, forward. Forward—Stop! (The car moves

an inch and Ross runs to the back of the car.) Okay,

back—Stop! (The car barely moves and Ross runs back to the

front.) Okay, forward—Stop! Stop! Stop!",34
Monica," Ross, just

forget about it. This guy’s got you totally wedged in.",12
Phoebe," (running up) Okay. Okay, here’s what

we’re gonna do. Okay, I’m gonna break into this

mini-van and put it in neutral. You guys push it forward so Ross

can drive out of his spot. Okay? All right, here we go. (She

opens her coat and reveals that thing car thieves use to break

into cars as Ross jumps in behind the wheel. She inserts the

device, unlocks the door, opens it, and the alarm goes off.) Haul

ass!!!! (Runs off.)",80
Phoebe," Happy thirtieth birthday! Here! (Hands her the

hippity-hop.) It’s for the child in you, and the woman.

Happy thirtieth!",19
Phoebe," (reading the certificate) Oh my God! Oh my God,

we are 31.",12
Phoebe," Well, I never knew mine. Do you remember what

it is?",11
Chandler," Okay before we start

the celebration, Monica has to go put on her party dress.",15
Chandler," See? (Does his laugh.)

Here we go. (Starts walking her to their room, and has to pass in

front of Mr. Geller who’s sitting at the table and Mrs.

Geller who’s standing next to him.)",35
Chandler," Now, there is a dress laid out on your bed.

(Monica stumbles on the steps.) Okay, (catches her) you’re

doing great. Okay look at that-look

at that we made it all the way across the room. You’re doing great. You’re doing fine.",42
Phoebe," Oh! She is so

much more fun than regular Monica.",10
Chandler," (To Monica) Go change!

(To Phoebe) She doesn’t want her parents to know she’s

drunk.",15
Phoebe," Ohh! All right! All right. Here’s what

we’ll do, I’ll get twice as drunk as Monica and then no

one’s will even notice her.",24
Chandler," (To Rachel) Okay, will you just go help her

change please!",11
Rachel," Okay, but taking care of a drunk, naked woman

seems like a job for Joey.",15
Ross," (to Tag) Stick to the list. Always stick to the

list.",11
Joey," Now that you’re a couple, we don’t get

two presents from you guys?",13
Chandler," For my last birthday you gave me a hug!

(To Rachel) Okay, read the card! Read the card!",18
Rachel," Okay. (Opens the card and reads it.) Happy

birthday Grandma! It’s better to be over the hill (starting

to cry) then buried under it. (Breaks down as everyone glares at

them.) All our love Monica and Chandler. (Crying) That’s

funny, yeah!",41
Rachel," No I know, because to be a grandmother you have

to be married and have children and I don’t have any of

those things. That’s why it’s so funny. I'm just going to go...(Runs into her room

crying.)",38
Ross," Hey! Look who’s back!

It’s the birthday girl! How’s the birthday girl

feeling?",13
Rachel," Well, I feel fine, but I

think you’re bumming out the rest of the kids.",15
Ross," What? (Glances over and

sees the faces of the rest of the group, then goes and sits

down.)",18
Rachel," Okay! Y’know what? I realized it was

stupid to get upset about not having a husband and kids. All I

really needed was a plan. See I wanna have three kids…",31
Phoebe," Oh let me guess, and you wanna have them all at

the same time and you wanna have them for your brother.",22
Rachel," As I was saying… I should probably have

the first of the three kids by the time I’m 35 which gives

me five years.",24
Rachel," So, if I wanna have my kid when I’m 35, I

don’t have to get pregnant until I’m 34. Which gives Prada

four years to start making maternity clothes! Oh wait, but I do

want to be married for a year before I get pregnant…",45
Monica," Really! That long?! (Chandler slowly turns and

looks at her.) (To Chandler) Look all you want, it’s

happening!",18
Rachel," No, so I don’t have to get married until

I’m 33! That’s three years, that’s three whole

years—Oh, wait a minute though. I’ll need a year and a

half to plan the wedding, and I’d like to know the guy for a

year, year and a half before we get engaged… Which means I

need to meet the guy by the time I’m thirty.",64
Ross," Which is fine! Because you just

turned—(Removes two candles from the

cake)—twenty-eight!",12
Rachel," No! Ross, no! It is not fine! Eh-eh-according

to my plan I should already be with the guy I wanna marry!",21
Rachel," (To Chandler) I’m telling you it’s

like watching Bambi learn how to walk.",13
Ross," (To Monica) You’re drunk! Mom and dad are

gonna be maaaaadd! Maybe I’m a little drunk.",16
Chandler," (to a waiter) Oh

that’s great! Right there! Can we get some of that over here

please? (The waiter comes over) There we go.",24
Joey," (to the waiter) Hey! Are those crab cakes? (The

waiter nods) Did I not tell ya to come straight to me when more

crab cakes were ready?",27
Monica," You are so handsome! I wanna make love

to you right here, right now! (Growls and pulls him into a kiss.)",21
Ross, I really wish that you wouldn’t. (Laughs and leans to a girl on the couch.),15
Chandler," (To Monica) Now all you have to do is just

get through a little bit more, okay? Then we can put you in bed,

okay? Just smile and don’t talk to anyone.",32
Phoebe," (clinking two glasses together) Speech! Speech!

Let’s hear from the birthday girl! Huh?",13
Phoebe," Don’t you see? Everyone’s looking at

me! The plan’s working! I didn’t even have to take off

my top yet!",20
Monica," I-I-I wanna thank you all for coming. My family

and my friends…",12
Monica," I really like to say that I’m-um…

(Pause) Y’know what I’d really like to say? I’m

drunk!! (Mrs. Geller pulls the camera down.) That’s right

mom and dad your little Harmonica is hammered!! (Ross grabs the

camera out of his dad’s hands.) And guess what! I’ve

been drunk before! And I’ve smoked a cigarette! And I got a box of Ding-Dongs hidden in my

underwear drawer! But you know what,

you know what? It’s all okay. It’s okay because

I turned thirty today. And, and I can do anything I want! Because

I am a grown up. (Falls over sideways with Ross filming

the fall.)",105
Phoebe," (To Joey) Okay quick, help me get this off!

(Motions to her top.)",13
Phoebe," I lost a whole year! I can’t believe it!

This is so unfair!",13
Phoebe," Will it? Will it?! I mean, how would you feel

if you found out you were 31?",17
Joey," That’s not gonna happen. No. (Looks up)

Because we have a new deal!",13
Phoebe," Plus, it totally ruined my schedule! I…I

haven’t done any of the things I wanted to do by the time I

was 31!",23
Phoebe," Like okay I-I-I, I haven’t met any

Portuguese people! I, I haven’t had the perfect kiss! And I

haven’t been to sniper’s school!",23
Monica," Phoebe, y’know why don’t we just go

upstairs and have some birthday cake?",13
Phoebe," No, I just feel like being by myself for a

while. All right? I’ll see you guys later. Thanks. (Gets up

and exits.)",23
Joey," Hey, y’know what you guys? I think I’m

gonna go walk her home. (Gets up and runs out.) ",18
Joey," Pheebs! Wait up! (She stops.) Listen uh, close

your eyes. (She does so and Joey passionately kisses her.) Maybe

that’s one thing you can cross off your list.",28
Ross," Okay, is everybody clear? We’re gonna pick

it up…and move it. Now all we need is teamwork, okay?

We’re gonna lift the car…and slide it out. Lift

and slide!",29
Monica," All right,

c'mon dogs! Let's lift this sucker! Oh, unless you're scared,

little weaklings...scared.",14
Ross," All right everyone, lift! (They and try to lift

the car, of course it doesn’t raise up) And slide!!

(Everyone leans over, but the car still does not move.)",29
Rachel," Ohh Tag, umm…you’re such a great guy

and we have sooo much fun together but I don’t-I

don’t…",18
Rachel," Well said. And a uh good example of the fun I

was referring to uhh, but I just think I’m past the point

where I think I can y’know, just have fun.",32
Rachel," Yeah, it is! But you’re just a kid! I mean

you’re 25!",12
Rachel," Oh God! Y’know what I wish? I wish you

were six years older. Well actually, if I’m wishin’ for

stuff, I actually wish I was six years younger.",28
Rachel," Oh, if I only want two kids, can I keep him for

another year?",14
Joey," (entering, limping, and holding his arm) I

don’t like this anymore. (He sits down with them in pain.)",18
Chandler," Well, here we are, just a bunch of thirty

year olds.",11
Ross," God, do you realize in ten years we’re gonna

be 40?",11
Joey," (crying) Why God?! Why are you doing this to us?!

(He buries his head in Ross’s shoulder.)",17
Joey," All-all right! (They run and jump in the car.)

Start it up! Let’s go!",14
Ross," Uh, before we do uh, are any of Joey’s

special romance magazines in there?",14
Ross," Hey listen can you do me a big favor? The

dean’s office just called and said there was an urgent

meeting. Can you watch Ben for like an hour?",29
Rachel," Well that—y’know it’s just uh,

I’ve never done that before. Me and him alone.",14
Rachel," Okay. Okay. Okay. Uh, what do I, what do I do

with him?",13
Ross," I don’t know! Just-just talk to

him-entertain him and keep him alive.",12
Ross," Okay. (Ben enters) Ben? Come here. All right,

I’m gonna leave you here with Aunt Rachel for about an hour.

Okay? Are you gonna be okay?",26
Ross," Okay, I’ll

see you soon buddy. (He hugs and kisses him.) Be back in an hour.",16
Rachel," Bye. (Ross

exits.) Ahhh… (Silence) So this is fun, huh?",10
Rachel," Okay. Well

that’s pretty much all that we have—Oh! Oh! Have you

ever had a virgin margarita? (Holds up a bottle of margarita

mix.)",24
Monica," What about the second minister we meet with? I

kinda liked him.",12
Chandler," Easy for you to say; you’ll be wearing a

veil.",10
Chandler," You mean the guy who kept staring at your

chest?",10
Chandler," Sorry, I just don’t like the idea of

when I say, ""I do,"" he’s thinking, ""Yeah,

I’d do her too!""",20
Monica," Well, we’re trying to find someone to

perform our wedding and they’re all either boring or

annoying or y’know, can’t stop staring at the ladies.

(Points to her chest.)",29
Phoebe," No! No! It’s-it’s uh a real thing!

Anyone can get ordained on the Internet and perform like weddings

and stuff!",20
Phoebe," Yes! A friend of mine did

it and it’s totally legal!",11
Chandler," Guys thank you very much but neither of you

is marrying us.",12
Chandler," We are going to have a legitimate member of

the clergy! And when I say legitimate I mean, gay and in control

of his saliva!",25
Joey," I CALL THEM!!!

(Takes the muffins from Gunther's hands. Everyone looks at Joey

in disbelief.)",15
Rachel," Ben y’know when uh, when you were a baby,

you and I used to hang out all the time. ‘Cause I was, I was

your daddy’s girlfriend.",27
Rachel," Hey! We were not on a—Okay. That’s fine! Fine.

Y’know what Ben? One day when you are a lot older I am going

to tell you that entire story over a pitcher of real margaritas,

okay?",36
Rachel," (checks her watch) Fifty-two minutes. (Pause)

So no-no brothers and sisters, huh? That

must be nice. You don’t have to share stuff.",22
Rachel," Oh, you’re one of those.

But y’know what? I have two sisters of my own and we

just-just tortured each other.",21
Rachel," Well y’know, we would umm, repeat

everything the other said, or uh, we’d jump out of closets

to scare each other, or switch the sugar for the salt so

they’d put salt on their cereal.",35
Rachel," I’m funny? Oh thank God! Well hey,

I’ve got a ton of these! Umm, oh hear—Do you want a

good one? Here’s a good one. Umm, you uh, you take a

quarter, take a quarter and, and you blacken the edge. Right?

(Does so.) And then you say to person, I bet you can’t roll

this quarter from your forehead to your chin without it leaving

your face. And then when they do it, they’re left with a big

black pencil line right down the center of their face.",89
Joey," So, did you uh, find anyone to marry you guys

yet?",11
Chandler," No, but Horny for Monica Minister called,

wanting to know if we were still together.",15
Joey," No-no-no! Look, I’ve been thinking about it.

I’m an actor right? So I won’t get nervous talking in

front of people.",21
Joey," No-no-no-no look no! I won’t spit, and I

won’t stare at Monica’s breasts! Y’know? Everyone

knows I’m an ass man!",20
Joey," Yeah and the most important thing is that it

won’t be some like, stranger up there who barely knows you.

It’ll be me! And I swear I’ll do a really good job.

Plus, y’know I love you guys and-and it would really mean a

lot to me.",47
Joey," All right!!! Okay!! All right! Okay-okay, I gotta

get started on my speech! Oh, wait a minute, Internet ministers

can still have sex right?",24
Monica," Here, take a couple of

these. (She gets up to grab a couple of pills.)",15
Phoebe," Oh no, I don’t

believe in Western medicine. No, if you just apply pressure to

these points right here. (She’s pinching the bit of skin

between her right thumb and forefinger with her left hand.) Then

your hand starts to hurt and you still have a headache, so

thanks. (Takes the pills.)",52
Monica," Okay, while we’re

waiting for these pills to kick in, I’m gonna sit you down

on the couch. Come on. (Phoebe gets up and goes with her.) Get

some nice soft pillows under your head, I’m gonna turn the

TV on and you can watch whatever you want. And I’m—Sit

down—(She sits down on the couch)—gonna make you some

tea. And then, I’m gonna rub your feet.",67
Joey," Oh! My head! Oh! (He’s

sitting on the chair, lies back, and puts his feet up for Monica

to rub.) Oh!",21
Rachel," Oh yeah? Did he pull the old… (She is

waving her hand up and down her face. She’s thinking about

the pencil mark.)",23
Ross," That’s right! That’s right! Saran

Wrap on the toilet seat so the pee goes everywhere!",15
Ross," Yeah that! You know I hate practical jokes!

They’re mean and they’re stupid and-and I don’t

want my son learning them!",21
Rachel," Oh, come on! Saran Wrap on the toilet

seat, you don’t think that’s just a little funny?!",17
Ross," I was barefoot. (Rachel

laughs.) You see this is exactly what I'm talking about. You're

not laughing with someone, you're laughing at someone, and

laughing at someone is not nice!",30
Ross," Now tell me, the toilet thing is the

only thing you taught him right?",14
Phoebe," It’s amazing! My

headache is completely gone! What are those pills called?",12
Phoebe," Oh, I love you Hexadrin!

(She kisses the box.) Oh look! It comes with a story! (She pulls

out the instructions and side affects paper.)",25
Monica," No Phoebe, those are like

the side affects and stuff.",10
Phoebe," Oh my God! (Starts

reading them.) Dizziness, nervousness, drowsiness, facial

swelling, nausea, headache—Headache. Vomiting, stomach

bleeding, liver damage! Now okay, I don’t recall any of this

coming up when you gave me these little death capsules! Oh

I’m sorry, extra strength death capsules!",43
Monica," Phoebe, relax none of

that stuff ever happens! They just put it on there for legal

reasons!",17
Joey," Say hello to Reverend Joey Tribbiani! (Holds up

the piece of paper bearing the proof of his ordination.)",18
Joey," Yeah, I just got off the Internet! Man, there is

a lot of porn out there!",16
Joey," Okay now I can

officially marry anyone I want. (Looks around. A nice couple

walks by.) Hey, you two seem really happy. If you wanna get

married, give me a call! (to the girl) If not, you

give me a call.",41
Phoebe," I have liver damage. Ow!

Oh! (She grabs the left side of her torso.)",14
Monica," Phoebe, your liver is

right here. (She points to the right side of her torso.)",15
Joey," Anyway, I started working on what I’m going

to say for the ceremony, do you wanna hear it?",18
Joey," Now-now, listen this is just a first draft

so… (Starts to read the piece of paper he brought.) ""We

are gathered here today on this joyous occasion to celebrate the

special love that Monica and Chandler share."" (Monica and

Chandler like it so far.) Eh? (He continues reading.) ""It is

a love based on giving and receiving. As well as having and

sharing. And the love that they give and have is shared and

received. And through this having and giving and sharing and

receiving."" (Phoebe nods her

approval.) ""We too can share and love and have and

receive.""",99
Rachel," Well y’know I was just in the neighborhood

and I passed by your building and I thought to myself,

""What’s up with Carol and sweet, little Ben?""",27
Rachel," I’d love that. I would loooove…

(Carol goes to make the coffee and she sits down.) So uh, so

where is sweet little Ben? I would love to have a little...",31
Rachel," I found him! (To Ben) Very funny, come here!

(She sits down on the coffee table and Ben walks up.) That is

exactly why I’ve come here to talk to you okay?",32
Rachel," Yes oh—(To Ben)—Do I want sugar in my

coffee? (Ben nods no.) No, just some milk would be good Carol.

Thanks. (To Ben) Okay, do you remember all that stuff I taught

you yesterday?",34
Phoebe," I feel like my face is

swelling. (To Monica) Is my face swelling?",13
Monica," Phoebe, your face is

fine! Come on, none of this stuff is going to happen to you! Stop

being such a baby!",22
Phoebe," Oh, interesting you

should call me that! Now that I may never have one! (Holds up the

warning label.)",19
Joey," Okay you guys, I got a little more written. Are

you ready?",12
Joey," (reading) ""When I think of the love that

these two givers and receivers share, I can not help but envy the

lifetime ahead of having and loving and giving and…""

And then I can’t think of a good word for right here. (He

points to the stop on the paper where he left off.)",54
Chandler," See Joe, not that that’s not grrreat!

But, one of the cool things about having somebody we know perform

the ceremony is that it can be about us! Y’know, it can be

more personal. You can tell stories about us!",40
Joey," Ooh, like the time you and

I went to Atlantic City and I made you laugh so hard you threw up

your whole steak?! Remember?",25
Chandler," No, not us…

(Motions Joey and him.) Us! (Motions Monica and him.)",12
Monica," I gotcha. Sorry. (To

Monica) So, did you ever make him throw up a whole anything?",16
Phoebe," Did you ever feed him a

poison capsule that made him bleed from the eyes?",15
Chandler," See Joe, we want you to

tell stories but y’know, romantic stories. Nice stories.",14
Joey," Oh. Okay. Ooh! Ooh! Okay, maybe I’ll talk

about London! Y’know when you two hooked up! Only, only I

won’t say hooked up. I’ll say, ""Began their

beautiful journey…""",29
Joey," Okay. All right. Umm, so uh, so how did it

happen? Did your eyes meet across the room? And then the next

thing y’know you’re in the bathtub together and

she’s feeding you strawberries?",34
Chandler," Isn’t that what happened with you and

the bride’s maid?",10
Monica," Well, I was umm, I was really sad

that night because this guy that I was Ross’s mom.",18
Monica," And then Chandler was, was really sweet and he

consoled me. And well we drank too much…",17
Chandler," And I was a perfect gentleman and I walked

her to her hotel room and said goodnight.",17
Monica," (standing outside) Cute PJ’s! You’re

really livin’ it up here in London huh?",13
Chandler," Well, last time I saw him he was heading out

the door with the bride’s maid and a bucket of strawberries.

So uh, you’re not still upset about what that guy told ya

are ya?",35
Chandler," Well, look it’s been a really emotional

time y’know, and you’ve had a lot to drink. And

you’ve just got to let that go okay? I mean you were

the most beautiful in the room tonight!",36
Chandler," You kidding? You’re the most beautiful

woman in most rooms… (She jumps up and kisses him.)

(Breaking the kiss.) Whoa! Whoa! Whoa! What’s going on? You

and I just made out! You and I are making out?",37
Monica," Drunk enough to know that I want to do this.

Not so drunk that you should feel guilty about taking advantage.",21
Chandler," Well, I have kissed over four women. (They

kiss again.) Do you wanna get under the covers?",17
Chandler," Well I think it’s safe to say that our

friendship is effectively ruined.",13
Chandler," Joey! Joey! Joey! J-J-Joey-Joey-J-Joey!

(Monica hides under the covers as Joey enters. Remember?)",13
Chandler," Hey Joe! I was just watching a

movie-e-e… (Notices that the TV is turned off.)",15
Joey," Hey no-no-no-no! It’s cool! It’s cool!

I-I’ll only be a second, I’m still with my bride’s

maid, I just—Where are those condoms you brought?",24
Joey," Ah. (Joey walks to Chandler’s bag by getting

as far away from Chandler’s bed as possible.)",16
Joey," Hey listen, why don’t

you come downstairs with me? There’s some really nice girls

down there.",16
Joey," All right, here you go buddy. (He tosses him

one.) Go nuts. (Exits.)",13
Joey," That’s what that was?!

‘Cause that other thing? I thought you were on to something,

but it did nothing for me.",21
Monica," Okay, can we change the

topic? Because it’s really doing nothing for me.",13
Joey," Oh… (To Chandler) Can you imagine if I

hadn’t left you that last one? You two might’ve never

gotten together. Ooh-ooh! Could you imagine if I sent that hooker

up to the room like I was gonna?! It’s like it was in the

stars!",44
Phoebe," Yeah, it’s totally meant to be. (To

Monica) Tell him who you originally wanted to hook up with that

night.",20
Monica," Okay, fine but please don’t be

upset! Okay? I was really depressed okay? And really drunk! I

just wanted something stupid and meaningless. I just

wanted…just sex. So, when I…went to your room that

night…I was actually looking…for Joey. (Joey smiles.)",41
Chandler," (To Monica) Oh my God! So you came to the room looking for Joey?

Did you ever in-intend on telling me about this?",23
Chandler," Oh, it’s not important? It’s not

important?! If it wasn’t for a bride’s maid you’d

be marrying him (Points to Joey) not me!",23
Monica," Noo!! The point is that

is was you that was there that night! It is you

that I am marrying! It is you that I feel in love with!",29
Joey," And it is a love that is

based on having and giving and receiv—(Shuts up on

Monica’s glare.)",18
Chandler," I don’t believe

it. The most romantic night of my life and I’m runner up.",15
Monica," Chandler, please! Do you know how

unbelievably glad I am that Joey was not there that night?!",17
Joey," Hey! (Monica turns and looks at him) Now I’m

a man of the cloth, but I still have feelings!",19
Chandler," (To Joey) Look there is no way you’re

doing this wedding now. Okay?",13
Joey," What?! That’s not fair! It’s not my

fault! I was off with my bride’s maid! And who’s to say

I would’ve even said yes?! (To Monica) I mean I

would’ve said yes. Chandler look y-y-you are making way to

big a deal out of this, all right? Look, everything worked out

okay!",52
Chandler," Okay, it’s just weird! Okay? I

don’t want to be standing their saying my vows and then

having the mental image of you and Monica! I-I-I need…I

don’t know what I need. I need a walk.",36
Chandler," It is to me. You wanted to sleep with Batman,

and instead you had to settle for Robin. (Walks out and

slams the door.)",24
Monica," Phoebe, what

were you thinking, how you could tell him that?",11
Phoebe," I'm sorry, I

wasn't thinking. It just came out........(thinks) It's a side

effect!",13
Ross," Nice. And by the way that uh, that line down my

face?",12
Ross,"

Wh-wh-what line? The line that prompted a student

in my last class of the day to say uh, (In a college frat boy

voice) ""Dude, don’t you ever was your face?""",31
Rachel," All right, I’m sorry. I’m sorry I

didn’t tell you but you were so mad

already!",16
Ross," Of course I was mad! I told

you I-I hate this stuff! Okay? It-it’s not funny!",16
Rachel," Or Carol! But

they’re funny to kids and who is it hurting?!",12
Ross," Uh, y’know what?

I’ll tell you who it hurts! It hurts the kid who has all his

clothes stolen in gym class so he has to go to the

principal’s office wearing nothing but a catcher’s

mitt!",37
Rachel," That was you?! We heard

about you in Junior High! Did you really just shake your fist in

the air and shout, ""I will be revenged?!""",26
Ross,"
I will be! Listen, I don’t want you

teaching my son that stuff anymore. Okay?",15
Rachel," Fine. Fine, but

I’ll have you know that once I taught him that stuff he

called me Fun Aunt Rachel. And I loved being Fun Aunt Rachel but I’ll go back to being Boring and

Uncomfortable Aunt Rachel if that’s what you want!",43
Ross," No that’s not what I

want. Uh, I’m glad you guys were bonding but I…",15
Rachel," Look he doesn’t have any brothers or

sisters, somebody’s gonna have to teach him this stuff! And

I haven’t taught him anything that a normal 6-year-old

doesn’t know anyway!",29
Chandler," Hey. Do you want this scone? (Holds up his

plate) It came for me but it would probably rather sleep with

you!",22
Chandler," Look Joe, I know you

wanted to do the wedding…",10
Joey," No-hey-no! If you don’t want me to do it, I

except that. I don’t care about that. I just…I

don’t want you to be upset.",25
Chandler," How can I not be upset? Okay? I finally

fall in love with this fantastic woman and it turns out that she

wanted you first!",25
Joey," Yeah for like a half an hour one night! Chandler,

she wants you for the rest of her life! You’re

so lucky! Look what I missed out on by not being there! Although

you know what? It could never have worked like you guys did,

‘cause you guys are perfect for each other. Y’know,

we look at you and-and we see you together and it just…it-it

fits. Y’know? And you just know it’s gonna last

forever.",76
Joey," Well I don’t know remember exactly but,

it’s-it’s pretty much about having and giving and

sharing and receiving.",18
Ross," Hey I’m sorry to do this to you again but

uh, is there any way you can look after Ben for a little bit?

I-I’ve got this meeting at school. And-and he-he asked for

his uh, ‘Fun Aunt’ Rachel, so…",40
Rachel," Ohhh! Well of course I will watch him! We have

fun, don’t we Ben? (He nods yes.)",17
Rachel," Ohh, okay. (Ross has a sign on his back that

reads ‘Poop.’) Wh—Ah-ha! (Ross stops and turns.)

Wait a minute. Uh Ben, I can’t do it.",26
Rachel," I can’t let him go

out that way, he’s got a meeting. (To Ross)

You’ve got something here on your back.",21
Ross," What? (She takes the sign off and hands it to

him.) That’s great. That is great. (Crumples up the paper

and throws it down in anger.) What did we just finish talking

about Ben?!",34
Ross," All right, that’s it! (He runs over to Ben,

but he runs past him and out the door.) Come—you—no!

You are in big trouble young man!",26
Ross," I-I-am—(Suddenly Ross starts screaming and

comes falling down the stairs landing just in front of Rachel.)",16
Rachel," EHHHHHHHHHHH!!!!!!! My God!!!!!!!!!!! Oh my God!!!!!!! (She runs over to him and

finds that it was a dummy and that she had been had.)",24
Chandler," Yeah, we talked and Monica made me see that I

over reacted a little bit and some things in life are more

important.",23
Phoebe," I’m really glad you guys are okay but, I

just keep thinking what would happen if-if you two (Points to

Monica and Joey) actually had hooked up.",27
Joey," Ho-ho-ho, (pausing for a rest next to the fridge)

fried stuff with cheese!",13
Phoebe," (still

reading the label) Oh my God! This is a six-hour pill! (Checks

her watch) That’s it! I’m out of the woods! Ohh! What a

relief!",26
Phoebe," Oh,

it’s like huge weight has been lifted! ‘Cause look,

(reads the side affects) no hair loss, not a rash, no hives,

I’m just so happy! Because no shortness of breath, no

temporary euphoria—Oh.",34
Monica," Do you realize that four weeks from today we’re getting married?

Four weeks baby!! Four weeks!!!",16
Monica, There’s still so much to do. Have you written your vows yet?,12
Chandler," I figured I’d buy those. Pat, I’d like to buy a vow.

(Laughs)",13
Monica," Sweetie, you know I have no sense of humor when it comes to the wedding.",15
Monica, No! But I know exactly what I’m going to say.,10
Chandler, Do you happen to know what I’m going to say?,10
Monica," (handing him a pad of paper and a pen) Let’s just do it right now.

Okay? It won’t be hard. Just say what’s in your heart. (She goes back, sits

down, and starts feverishly writing.)",35
Chandler," (watching in her) (in his head) Look at her go! She must love me

more than I love her! What’s wrong with me? Ooh, don’t open that door.",28
Chandler," (writing) Monica, there are no words… (To Joey and Ross) There

are no words! This should not be this hard!",20
Joey," All right, uh… (To Ross) Oh hey, you’ve done this before Ross,

well what did you say when you made up your vows?",23
Ross," Well with Carol, I promised never to love another woman until the day I

die. She made no such promise.",20
Chandler," I’m so pathetic! Monica knows what she wants to say! You

should’ve seen her. Writing, writing, writing!",17
Monica," You have to help me! I’m supposed to be writing my vows and all I

have is this! (Shows them what she’s been working on.)",25
Rachel," Well, I like the pretty little drawing of you in the wedding dress.",13
Ross," Well, why don’t you just start with something simple. Like umm,

Monica from the moment I met you, I knew I loved you.",23
Rachel," Okay. Okay. Okay. Umm, maybe you can start with, ""Chandler, even

though we were friends; there was a part of me that always knew I wanted more.""",27
Chandler," All right, there’s a nuclear holocaust, I’m the last man on

Earth. Would you go out with me?",18
Phoebe," Well maybe you don’t talk about your feelings back then. Maybe you

just say something about, y’know, all the things that he’s taught you.

Like… (They all try to think about one example and don’t succeed.) Or all the

things you taught him.",43
Monica," Now everybody knows the basic erogenous zones. (She starts labelling

them) You got one, two three, four (Chandler is shocked to find out there’s more than

three), five, six, and seven!",31
Chandler," Oh, y’know-y’know what, I was looking at it upside down.",10
Rachel," Well, y’know, sometimes that helps. (She realises what that

could’ve meant.)",11
Monica," All right. Umm, you could uh start out with a little 1, a 2, a 1-2-3, 3,

5, a 4, a 3-2, 2, a 2-4-6, 2-4-6, 4, (Rachel starts getting worked up) 2, 2, 4-7, 5-7,

6-7, 7 …7..…7…7-7-7-7-7-7-7-7-7-7-7-7…(mouths 7)! (They both lean back

on the couch satisfied.)",48
Joey," Oh, I got it! How about saying something like, ""Monica…",10
Chandler, (writes what Joey said and waits for him to go on) Yeah?,12
Joey," Well, I can’t do everything! Look back over your time together.",11
Monica, No fair. I don't even have one. How come they get two?,12
Chandler," All right. I'll tell you what. When we're 40, if neither one of us are

married, what do you say you and I get together and have one?",28
Monica," Ok, hypothetically, why won't I be married when I'm 40?",10
Monica, What is it? Is there something fundamentally unmarriageable about me?,10
Chandler," Dear God! This parachute is a knapsack! (throws himself over the back

of the chair he was sitting in)",19
Monica," Wait, wait, wait! (She puts a Shriner's hat on the turkey.)",11
Monica," Look! (She puts a big, yellow pair of sunglasses on the bird.)",12
Monica, I bet this will work! (She starts dancing and Chandler cracks up.),12
Chandler," Nothing! I said, I said ""You're so great"" and then I just, I

just stopped talking!",16
Chandler, No I don't! Stop it! Stop it! Stop it! Stop it!,11
Chandler,"  Y’know I was thinking, what if I uh, unpack here?",10
Monica," Then you’d be going back and forth all the time, I mean it

doesn’t make any sense.",17
Chandler," Okay. What if we lived together and you understand what I’m

saying?",12
Monica," Chandler… In all my life… I never thought I would be so lucky.

(Starting to cry.) As to…fall in love with my best…my best… There’s a

reason why girls don’t do this!",32
Chandler," Okay! (He joins her on one knee) Okay! Okay! I'll do it!  Oh God,

I thought… (Starting to cry, pauses) Wait a minute, I-I can do this. (Pause) I

thought that it mattered what I said or where I said it. Then I realized the only thing

that matters is that you, (Pause) you make me happier than I ever thought I could be.

(Starting to cry again.) And if you’ll let me, I will spend the rest of my life

trying to make you feel the same way. (Pause as he gets out the ring.) Monica, will you

marry me?",101
Joey, (yelling through the door) Can we come it yet?! We’re dying out here!,13
Monica," Come in! Come in! (Joey, Rachel, and Phoebe burst through the door.)

We’re engaged!!!",14
Ross," Oh, we were helping Chandler write his vows, but he kicked us out because

Joey kept making inappropriate suggestions.",19
Phoebe," Well let’s just say its.. she’s lucky she has a sweet ass,

‘cause she’s not so good at the writing.",20
Ross, I can’t believe that in four weeks they’re gonnta be married!,11
Phoebe," Well let’s just hope it works. Y’know, nine out of ten

marriages end in divorce?",15
Ross," Believe me, it seems like less because they hid it from us for so long.",15
Chandler," Are you okay? I'm so sorry, he wouldn't leave. He kept asking me about

chicken.",15
Chandler," Yeah, can I get a 3-piece, some coleslaw, some beans, and a Coke—(Yelps

in pain as Monica grabs him underwater)—Diet Coke.",21
Joey, I know! I mean it’s not like we weren’t cool about it.,12
Chandler," The reason we didn't tell anyone was because we didn't want to make a

big deal out of it.",19
Joey, But it is a big deal!! I have to tell someone! ,11
Monica," Please? Please?! We just don't want to deal with telling everyone, okay?

Just promise you won't tell.",17
Monica," (on phone) I can't wait to be with you!  I'll just tell Rachel I'm

gonna be doing laundry for a couple of hours.",23
